opt_MAPE (%),opt_sMAPE (%),opt_Bias (units),opt_Bias (%),opt_80% Interval Coverage (%),opt_Fill Rate (%),opt_Stockout Rate (%),opt_Stockout Incidents,opt_Total Stockout Units,opt_Waste Rate (%),opt_Total Waste Units,opt_Total Procurement Cost ($),opt_Total Waste Cost ($),opt_Total Stockout Cost ($),opt_Total Cost ($),opt_Cost per Unit Demanded ($),base_Fill Rate (%),base_Waste Rate (%),base_Stockout Rate (%),base_Total Procurement Cost ($),base_Total Waste Cost ($),base_Total Stockout Cost ($),base_Total Cost ($)
158.76,34.18,76.3,13.32,70.97,98.39,6.29,115,16912,7.64,75255,3940028.0,263393.44,169120.95,4372542.39,4.18,99.38,13.77,1.26,5933000.0,714641.22,64801.85,6712443.07
